Number	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	Identifier		C. Width		Tot. Cracks 			L. Average	Slope	Tilt	Ang. Dist.						Max Strain	G. Average
357	7912.194442	0.825926296	0.020037341	15.99148904	42.50810733	23.36793383	25.34523987	171.2302658	0.229329886	14.41236598	0.390221086	1.422724533	48.09973507	10.25309768	15.10118135	366	0	0	0	0	0	0	0	0.000879	0.000843	3.60E-05	2.50E-05	3.00E-06	4.10E-05	-4.10E-05	2.00E-06	2.50E-05	0.00044575
358	4882.857537	0.873198446	0.02742684	15.94571414	30.80056861	6.8919456	7.446514009	219.6914407	0.261327041	23.90715084	0.167160878	3.584985511	74.97902547	11.50678892	8.029843819	367	0	0	0	0	0	0	0	0.000658	0.000633	2.90E-05	0	3.30E-05	3.90E-05	-2.90E-05	2.60E-05	3.30E-05	0.00033825
359	5796.294722	0.745141814	0.029449161	9.468313965	31.51376753	22.66215258	24.61221643	6.402894674	0.283773735	11.15091803	0.524762384	0.301785593	24.35714912	11.41938045	16.77026267	368	0	0	0	0	0	0	0	0.00024	0.000233	1.20E-05	3.00E-06	4.00E-06	1.30E-05	1.20E-05	3.00E-06	4.00E-06	0.00012225
360	6821.780881	0.779597195	0.026295923	12.47494622	56.92349947	11.5190933	31.19114046	36.84215976	0.11597079	23.46429776	0.033260661	1.351693044	72.40397913	14.57652663	17.2241245	369	0	0	0	0	0	0	0	0.000766	0.00076	1.20E-05	1.40E-05	5.00E-06	1.40E-05	0	1.40E-05	1.40E-05	0.000388
361	4173.201127	0.580110436	0.015578885	19.19365477	53.02257695	11.26689606	7.138675133	41.69135736	0.470175357	29.86367355	0.146033352	0.236119488	52.03771374	8.366014708	13.75756064	370	0	0	0	0	0	0	0	1.90E-05	2.60E-05	1.50E-05	4.00E-06	1.70E-05	2.20E-05	1.50E-05	1.60E-05	1.70E-05	1.93E-05
362	5035.681039	0.603349474	0.023272995	6.249963324	34.33341909	16.38983005	31.84453305	53.77962382	0.212219842	20.37255566	0.114626009	4.261610672	38.08165712	14.48667015	10.61146963	371	4	1.6134	1302.8015	5	0	53.82715045	3.3067	0.00333	0.00329	0.000151	0.000488	8.00E-06	0.000489	2.20E-05	0.000488	0.000488	0.00181475
363	5171.750568	0.55455623	0.0110317	4.260112378	12.37810859	16.89154166	22.80431018	145.3119885	0.269271759	32.89514857	0.525761396	0.527353831	64.20702331	15.49940625	15.17866821	372	0	0	0	0	0	0	0	0.000203	0.000202	4.00E-06	1.00E-06	3.00E-06	7.00E-06	-6.00E-06	2.00E-06	3.00E-06	0.000103
364	3755.083768	0.55421104	0.027422598	9.415764825	32.82042834	19.3067069	25.1727052	165.9898583	0.20172165	12.9532067	0.229191931	2.689355067	33.73499752	12.73068155	10.85865998	373	2	5.0714	-1718.3653	2	0	44.82180372	3.5357	0.003394	0.003336	0.000375	0.001217	-1.00E-06	0.001251	0.000288	0.001217	0.001217	0.0020805
365	6673.731114	0.757842124	0.028526226	18.25994913	47.90220752	9.582457546	42.32267514	52.20080702	0.190700117	36.1838257	0.599625102	0.50578673	66.75180161	15.74568947	11.57092916	374	0	0	0	0	0	0	0	0.000168	0.000172	1.00E-05	4.00E-06	9.00E-06	1.40E-05	1.00E-05	9.00E-06	9.00E-06	8.98E-05
366	2483.56954	0.502219909	0.023783517	8.285650209	42.26568334	28.3339738	22.09921126	25.2585134	0.482181807	30.65766374	0.475967357	1.454277466	62.69670688	10.70131301	4.934781029	375	0	0	0	0	0	0	0	0.000329	0.000324	2.10E-05	0	2.40E-05	3.00E-05	-2.40E-05	1.90E-05	2.40E-05	0.0001745
367	2370.131402	0.392822193	0.014650355	13.1909457	55.37074529	19.17001746	17.07761697	54.27797334	0.351057405	15.63122095	0.264457951	4.101133222	43.37703797	7.104200604	6.146494556	376	0	0	0	0	0	0	0	0.001001	0.000979	5.70E-05	1.00E-05	8.20E-05	9.30E-05	-6.60E-05	6.60E-05	8.20E-05	0.00052975
368	6424.372684	0.739696861	0.026044938	19.33211459	33.57350436	10.64356409	0.855506297	45.68007687	0.334721948	3.949444573	0.319409507	0.797779279	10.23517455	5.660401493	17.66536579	377	0	0	0	0	0	0	0	7.40E-05	7.10E-05	6.00E-06	-1.00E-06	1.60E-05	1.60E-05	-5.00E-06	1.50E-05	1.60E-05	4.18E-05
369	3149.384172	0.387981829	0.009143879	8.194076452	22.2713099	12.76047435	18.70435652	211.5603937	0.294885946	12.55796813	0.210627194	1.953753291	41.61455948	13.47303015	6.079318544	378	1	2.5057	5631.9501	1	0	75.39733917	1.75285	0.00342	0.003334	9.20E-05	0.000853	4.00E-06	0.000863	-0.000132	0.000853	0.000853	0.00192475
370	5773.359415	0.587912184	0.019236976	7.386935182	27.12112656	16.64099984	36.56507607	156.2530745	0.313954917	29.95652569	0.369672205	2.106787895	84.397417	12.30521912	13.15803465	379	0	0	0	0	0	0	0	0.000643	0.000634	1.00E-05	9.00E-06	3.00E-06	1.10E-05	-1.00E-05	3.00E-06	9.00E-06	0.000324
371	2641.455597	0.320826798	0.009768083	8.193302008	40.9294807	11.70182929	21.91222796	247.3271261	0.279785726	15.88158038	0.395370901	0.635960928	58.2996812	11.05417626	6.281909944	380	0	0	0	0	0	0	0	0.000499	0.000476	4.80E-05	5.20E-05	1.40E-05	5.40E-05	1.50E-05	5.10E-05	5.20E-05	0.00026875
372	3204.355107	0.515072207	0.014564779	15.85382827	47.52525985	13.95379442	28.59296129	231.9021161	0.206234399	30.20233598	0.00671544	0.20346673	84.03388762	12.11732208	6.519268283	381	0	0	0	0	0	0	0	5.70E-05	6.80E-05	1.30E-05	7.00E-06	1.70E-05	2.10E-05	-1.50E-05	1.50E-05	1.70E-05	3.88E-05
373	6779.179808	0.892524467	0.021489925	11.67783245	35.10870859	18.2204154	10.8446839	186.7788721	0.380556532	18.65507851	0.233264702	3.629402828	58.39002754	14.78561005	17.75822067	382	4	5.7713	-5542.2969	4	0	34.20588325	4.88565	0.003195	0.003131	0.000254	-3.00E-06	0.001307	0.001319	-0.000182	0.001307	0.001307	0.00197175
374	7942.051745	0.867391397	0.024181344	18.18560995	44.07603444	1.809567838	11.34506389	245.7885914	0.136506992	33.58545813	0.384401399	2.54504415	87.02123519	12.43130406	16.04151442	383	0	0	0	0	0	0	0	0.000333	0.000324	1.10E-05	0	2.10E-05	2.10E-05	-3.00E-06	2.10E-05	2.10E-05	0.00017225
375	4973.38163	0.623480814	0.026008909	13.54064543	51.44541378	4.276893304	24.7738962	178.3826776	0.112844228	17.51357382	0.014772515	0.97317645	41.48579329	16.54915672	14.01643093	384	0	0	0	0	0	0	0	0.001214	0.001196	5.00E-05	6.70E-05	8.00E-06	6.70E-05	7.00E-06	6.70E-05	6.70E-05	0.00063175
376	6332.250392	0.638734833	0.022705626	16.27834939	15.97570281	0.377071062	9.466457735	234.3050598	0.344751613	25.71889233	0.531474802	1.184007666	84.05751277	11.27628709	19.0560558	385	0	0	0	0	0	0	0	0.00023	0.000232	3.00E-06	0	1.00E-05	1.00E-05	3.00E-06	1.00E-05	1.00E-05	0.00011875
377	6735.593421	0.715259957	0.025361724	9.642946898	12.70654898	1.045040693	25.69852366	187.5189842	0.331960469	13.49146815	0.070305012	1.954037889	26.15333115	14.3598978	16.55274467	386	0	0	0	0	0	0	0	0.00223	0.002227	7.00E-06	1.00E-06	5.00E-06	9.00E-06	7.00E-06	5.00E-06	5.00E-06	0.00111725
378	2927.561769	0.366512895	0.01798779	12.21846738	44.94910326	15.08243775	17.53489056	79.24574697	0.359974597	36.16025815	0.341975022	2.504217993	59.22453299	7.605580498	7.131359475	387	0	0	0	0	0	0	0	0.000165	0.000169	5.00E-06	-1.00E-06	2.20E-05	2.20E-05	-1.00E-06	2.20E-05	2.20E-05	9.03E-05
379	1746.318709	0.294251601	0.01042851	13.78623286	57.59977395	3.536624233	11.42176208	146.6769575	0.106293967	21.19906663	0.49868066	1.953477728	82.67852236	5.491518463	4.128669258	388	0	0	0	0	0	0	0	0.000216	0.000224	2.60E-05	-1.00E-06	6.40E-05	6.40E-05	4.00E-06	6.40E-05	6.40E-05	0.0001325
380	2515.835485	0.341315339	0.015736482	13.47950378	52.8039941	25.74208422	16.23831746	93.62609487	0.425002155	23.52796058	0.176119039	2.092847505	38.20895418	13.17245438	7.653186438	389	2	2.8116	-4765.3557	2	0	40.97586895	2.4058	0.001122	0.001078	0.000199	-1.00E-06	0.000455	0.000462	8.20E-05	0.000455	0.000455	0.0007135
381	4270.388243	0.437820691	0.01758693	11.46557757	28.55803622	29.60603954	1.570594762	195.2473486	0.244928557	35.13176903	0.06250023	1.645520484	65.5152192	13.23663866	6.808701062	390	0	0	0	0	0	0	0	5.80E-05	4.60E-05	1.40E-05	-1.00E-06	1.40E-05	1.80E-05	-1.40E-05	1.10E-05	1.40E-05	3.30E-05
382	3474.565985	0.385046687	0.011104228	9.853451679	48.29488281	4.423373049	19.23701018	231.1113502	0.405168186	24.24644904	0.137353361	1.250675522	87.18593977	11.76247428	10.42325696	391	0	0	0	0	0	0	0	0.000518	0.000514	4.90E-05	3.00E-06	6.70E-05	6.70E-05	-8.00E-06	6.70E-05	6.70E-05	0.000287
383	3169.337093	0.554158612	0.025492801	10.73908518	17.00845082	9.614643799	5.785583393	10.78362897	0.417135629	17.58911594	0.03134875	4.070818676	43.0138209	13.93565322	9.403556768	392	0	0	0	0	0	0	0	0.002234	0.002232	1.70E-05	1.00E-06	1.40E-05	2.20E-05	-1.80E-05	1.20E-05	1.40E-05	0.00112425
384	3141.402246	0.476285091	0.01781843	4.206722748	36.44911145	28.33708068	20.0815874	12.4452352	0.369908464	19.54006939	0.121912169	1.794917666	37.81610586	15.40574635	10.28783534	393	0	0	0	0	0	0	0	0.001845	0.001813	3.10E-05	1.10E-05	1.70E-05	3.30E-05	-3.20E-05	1.00E-05	1.70E-05	0.0009265
385	1550.073199	0.250713329	0.012023031	6.149846499	56.68821405	5.215371535	13.76352467	122.471154	0.398397649	6.061120388	0.246709962	3.113887846	15.89953283	6.718838786	3.348974974	394	15	14.8328	-14753.4801	19	0	24.02313348	16.9164	0.003904	0.003027	0.002509	0.001609	0.00347	0.003472	9.50E-05	0.00347	0.00347	0.0032275
386	4549.319535	0.625879829	0.016324904	17.10123133	54.24843628	5.830873156	28.00416676	208.9739571	0.279151771	27.21585162	0.353259553	0.527066109	59.36789018	12.11705083	11.01376005	395	0	0	0	0	0	0	0	0.000168	0.000174	8.00E-06	6.00E-06	1.40E-05	1.80E-05	-1.30E-05	1.30E-05	1.40E-05	9.10E-05
387	3789.238303	0.582609098	0.019255298	18.33974342	39.5392239	29.53107218	30.29152867	145.8464508	0.156290704	34.94601812	0.54360804	3.201367273	70.55478533	12.40107848	9.949199005	396	0	0	0	0	0	0	0	0.000705	0.00071	6.00E-06	0	1.60E-05	1.60E-05	0	1.60E-05	1.60E-05	0.00035925
388	3047.515154	0.663147952	0.026060876	4.446421966	19.1489784	16.66129684	25.88617332	82.23080798	0.405157369	33.57719141	0.582886217	3.445193053	67.58698577	14.41996802	6.144485895	397	0	0	0	0	0	0	0	0.00115	0.001145	1.10E-05	-1.00E-06	1.50E-05	1.70E-05	-1.00E-05	1.30E-05	1.50E-05	0.00058025
389	3394.430506	0.502452584	0.021027134	16.08088012	31.31315267	20.59203657	5.870643774	87.04132908	0.434834574	30.94453925	0.255108485	0.350524875	61.19048551	7.413948721	8.892205132	398	0	0	0	0	0	0	0	1.50E-05	2.20E-05	1.60E-05	2.00E-06	1.60E-05	2.00E-05	1.60E-05	1.20E-05	1.60E-05	1.73E-05
390	2468.260993	0.304848286	0.012215885	14.54446054	37.84215005	15.79226071	6.647175174	88.47377625	0.319920293	22.31775078	0.324839178	4.162686215	46.40826167	7.337641912	4.096103578	399	0	0	0	0	0	0	0	0.000433	0.000409	3.40E-05	-2.00E-06	5.30E-05	5.60E-05	-4.30E-05	3.60E-05	5.30E-05	0.00023225
391	2004.942724	0.2876705	0.008545349	15.74012681	36.88164443	4.992092744	30.24149388	212.1012537	0.283966918	23.1650581	0.33142673	1.506005793	45.42043428	14.73541281	5.835375697	400	0	0	0	0	0	0	0	0.001034	0.000997	4.10E-05	3.30E-05	2.70E-05	5.90E-05	-5.30E-05	2.60E-05	3.30E-05	0.00052625
392	4844.544415	0.828635918	0.025315327	12.60555796	43.33611918	29.99969983	20.60703305	137.7170924	0.25629283	35.57017416	0.532672991	1.937438888	84.30916081	9.048361702	15.99230412	401	0	0	0	0	0	0	0	0.000196	0.000193	9.00E-06	-1.00E-06	1.20E-05	1.40E-05	-9.00E-06	1.00E-05	1.20E-05	0.0001025
393	4493.794988	0.617910885	0.028379504	18.29826407	57.25539947	24.87193706	38.5255949	177.9249025	0.460120801	28.63300395	0.02831457	0.225782707	79.49144415	16.90622155	8.394049826	402	0	0	0	0	0	0	0	0.000138	0.000121	2.20E-05	1.10E-05	1.00E-05	3.10E-05	-3.00E-05	9.00E-06	1.10E-05	7.30E-05
394	2810.078406	0.440495955	0.015724506	7.555191632	30.08252374	16.34876191	14.96879762	219.8832038	0.394351485	38.17524585	0.38471259	2.21891188	63.45860759	7.861392171	5.067790607	403	0	0	0	0	0	0	0	0.000137	0.000137	7.00E-06	-1.00E-06	1.80E-05	1.80E-05	-6.00E-06	1.70E-05	1.80E-05	7.48E-05
395	6503.909943	0.862138766	0.028474191	9.56084676	35.43736775	8.799525995	22.00661955	73.72335071	0.273860761	21.29502929	0.24987418	1.392932274	48.92872607	12.17296497	9.365562228	404	0	0	0	0	0	0	0	0.000759	0.000761	4.00E-06	3.00E-06	7.00E-06	8.00E-06	-6.00E-06	5.00E-06	7.00E-06	0.00038275
396	3207.698266	0.377036255	0.014305199	8.432411838	40.15495731	23.51122215	22.69049238	224.5764492	0.237388528	7.299515184	0.164493455	4.279898222	16.75523494	8.19098826	5.963966094	405	5	17.0989	-6239.3078	5	0	34.48324341	11.04945	0.005726	0.005432	0.000685	0.0054	-8.00E-06	0.005407	0.000256	0.0054	0.0054	0.00431075
397	5081.829098	0.553469062	0.020940954	4.932661694	19.38043915	7.696720362	6.215121173	153.1155828	0.373238422	10.36896541	0.227344357	3.309296865	37.7616697	8.58829496	14.54350304	406	2	3.5016	-1700.6164	2	0	41.21898154	2.7508	0.003148	0.003066	0.000308	-6.00E-06	0.001422	0.001422	3.90E-05	0.001422	0.001422	0.001986
398	1018.05184	0.128184103	0.004824902	15.84589752	51.97852382	2.568798318	21.78558199	179.2755479	0.419886172	30.89948463	0.555083982	1.245488993	54.63370781	9.379912471	2.570413654	407	0	0	0	0	0	0	0	0.000212	0.00024	1.00E-05	1.00E-05	6.60E-05	6.60E-05	-1.00E-06	6.60E-05	6.60E-05	0.000132
399	2743.773395	0.552399531	0.020182773	16.33401717	13.90956522	17.34668855	18.10182943	29.22347848	0.312950494	24.6068	0.194499423	4.252390825	83.1074924	8.210852756	9.051952546	408	0	0	0	0	0	0	0	0.000833	0.000819	2.80E-05	-1.00E-06	2.10E-05	4.30E-05	-4.00E-05	1.60E-05	2.10E-05	0.00042525
400	5256.071196	0.623955273	0.020581348	15.48050409	17.55486206	28.61756833	15.15097606	62.47418306	0.265537839	35.17931792	0.297447985	1.409340884	72.19104224	5.882874948	11.67956336	409	0	0	0	0	0	0	0	5.80E-05	5.10E-05	1.60E-05	0	1.00E-05	1.70E-05	1.60E-05	7.00E-06	1.00E-05	3.38E-05
401	4312.288039	0.711316065	0.020957916	17.58138195	46.18819278	12.17246009	3.84423328	96.62365874	0.22563327	4.332713655	0.261372212	4.243243837	14.40191313	6.643682486	8.28327041	410	2	8.9216	-5814.9802	2	0	37.40601978	5.4608	0.001211	0.001171	0.000287	-2.00E-06	0.001593	0.001613	-0.000253	0.001593	0.001593	0.0010655
402	8778.5672	1.144741413	0.026943108	9.240829918	23.98235824	25.23759388	4.142091495	14.8320268	0.312643556	14.30913248	0.532149966	2.568534874	47.68076939	8.956541269	13.06728925	411	0	0	0	0	0	0	0	0.000697	0.000694	6.00E-06	0	4.00E-06	7.00E-06	-6.00E-06	2.00E-06	4.00E-06	0.00035025
403	2828.494375	0.361323885	0.015985213	19.08936488	46.37416549	13.43470499	25.33074254	119.3491819	0.192964438	25.57199518	0.351415717	2.012841338	78.93423816	11.31507315	7.157296672	412	0	0	0	0	0	0	0	0.000643	0.000655	1.40E-05	6.00E-06	2.60E-05	3.10E-05	-2.10E-05	2.30E-05	2.60E-05	0.0003345
404	4933.989287	0.658266224	0.016211837	15.50278479	15.26310232	23.92019625	28.21150239	49.34886826	0.164331281	43.11973222	0.422766747	3.466625379	85.01071503	15.78741334	10.08312779	413	0	0	0	0	0	0	0	0.000763	0.000755	1.60E-05	0	1.10E-05	1.80E-05	1.60E-05	8.00E-06	1.10E-05	0.00038625
405	1623.72607	0.298362547	0.013776301	19.6656553	31.71753151	0.551144476	5.838301498	213.3862308	0.302203743	5.589219045	0.535794117	3.653762854	10.89548677	6.971497062	4.917319193	414	2	13.272	-3252.4091	3	0	39.66414345	8.136	0.003018	0.002961	0.000303	0.000696	0.004112	0.004115	0.000144	0.004112	0.004112	0.0025985
406	6196.48105	0.971604738	0.029814478	13.59523603	14.51886489	3.726990282	17.65686314	9.710936014	0.276356959	20.55525078	0.245347818	0.340000087	40.3677616	7.826575605	13.98220515	415	0	0	0	0	0	0	0	0.000102	9.20E-05	1.30E-05	0	1.00E-05	1.90E-05	-1.80E-05	6.00E-06	1.00E-05	5.43E-05
407	5955.955903	0.679524635	0.02151464	16.71672364	22.32354511	9.75090888	32.03166825	243.6095796	0.275565287	31.18276468	0.080064302	1.845003664	85.51443279	15.37647535	10.97526583	416	0	0	0	0	0	0	0	0.000835	0.000837	1.00E-05	0	1.10E-05	1.40E-05	-1.00E-05	9.00E-06	1.10E-05	0.00042325
408	8595.228196	0.905855528	0.028340682	14.42200428	19.82207172	28.72217589	2.137139504	236.8247193	0.487305778	25.65719528	0.547187608	4.270139653	53.76558951	14.36147284	26.25124032	417	0	0	0	0	0	0	0	0.000416	0.000328	9.00E-05	0	2.50E-05	9.30E-05	-9.10E-05	1.40E-05	2.50E-05	0.00021475
409	5404.978054	0.759843246	0.025643401	5.120741527	52.73267797	10.512756	2.38232574	201.0377483	0.29250761	33.3972095	0.051825143	4.321142946	79.87541012	8.710329537	9.112370757	418	0	0	0	0	0	0	0	0.000454	0.000438	9.00E-05	-6.00E-06	6.20E-05	0.0001	9.00E-05	4.40E-05	6.20E-05	0.000261
410	6514.10182	0.765826356	0.023496281	17.73028109	50.90678735	23.53379802	15.29934269	118.8738719	0.456317338	33.99076932	0.063639774	4.110661078	57.74843107	14.2693705	14.72359209	419	1	4.1704	2325.8753	1	0	54.55389769	2.5852	0.001016	0.000965	0.000141	-2.00E-06	0.000673	0.000675	5.20E-05	0.000673	0.000673	0.00069875
411	6572.582436	0.792520404	0.019502255	3.711925983	8.65748689	11.64071745	1.582069541	36.38155975	0.33560836	25.09089487	0.561202584	2.13779753	81.03791615	6.572087828	19.67313699	420	0	0	0	0	0	0	0	3.20E-05	2.90E-05	5.00E-06	2.00E-06	2.00E-06	7.00E-06	-6.00E-06	2.00E-06	2.00E-06	1.70E-05
412	3961.873265	0.805394351	0.028886548	15.04753006	30.76425032	29.66185436	37.17404223	109.3140913	0.269918648	12.27642498	0.222750382	3.072940143	26.54813373	12.66072177	11.06213824	421	0	0	0	0	0	0	0	0.000793	0.000729	6.50E-05	1.80E-05	7.00E-06	6.50E-05	6.50E-05	6.00E-06	1.80E-05	0.00040125
413	4875.29159	0.736332663	0.020415949	16.66867737	40.10424553	23.0384252	22.43585911	74.06609387	0.164192176	10.87274232	0.534185279	1.162831797	26.13332098	8.49365247	12.8244791	422	0	0	0	0	0	0	0	0.000668	0.00064	2.90E-05	1.50E-05	8.00E-06	3.00E-05	2.90E-05	7.00E-06	1.50E-05	0.000338
414	4721.525131	0.639036184	0.021835033	13.91459712	11.17861585	6.861098588	3.137387607	157.4840147	0.439209527	20.51301757	0.086762165	1.548130374	66.75708667	9.604643805	7.138897939	423	0	0	0	0	0	0	0	0.000133	0.00013	8.00E-06	0	1.30E-05	1.40E-05	6.00E-06	1.30E-05	1.30E-05	7.10E-05
415	8065.778539	0.93673648	0.023975048	3.851129322	9.580928215	27.32560526	5.135387716	160.4996131	0.293750692	18.93361631	0.498895195	1.798194574	66.82088858	11.04019075	25.88895503	424	0	0	0	0	0	0	0	0.00049	0.000483	8.00E-06	-1.00E-06	3.00E-06	9.00E-06	-8.00E-06	3.00E-06	3.00E-06	0.000246
416	3794.346107	0.383087024	0.015442748	8.121877007	9.348156646	12.30571026	2.909462832	83.75524152	0.218550356	11.84033194	0.045276215	0.956123905	32.27185244	15.4607941	9.69959224	425	0	0	0	0	0	0	0	0.00101	0.001006	8.00E-06	0	1.00E-05	1.20E-05	6.00E-06	1.00E-05	1.00E-05	0.0005085
417	1341.411891	0.199813426	0.009783105	12.27437613	38.47767717	11.79561169	0.155421916	18.87824922	0.366152839	7.610119147	0.11000706	1.783322249	24.00531291	13.28768511	3.481897437	426	4	14.868	-1970.6739	4	0	44.88310374	9.434	0.001263	0.001217	0.00045	-8.00E-06	0.003165	0.003167	-9.20E-05	0.003165	0.003165	0.00152375
418	6853.485125	0.79552003	0.021719094	10.93660039	11.34987263	8.723125438	11.37748393	29.62550166	0.185646034	16.62999116	0.25936374	3.486971349	54.00793107	13.31329133	13.11400549	427	0	0	0	0	0	0	0	0.003513	0.003508	1.00E-05	0	6.00E-06	1.10E-05	9.00E-06	6.00E-06	6.00E-06	0.00175925
419	4883.761492	0.610328807	0.02893424	18.30258338	41.16467016	24.55813377	28.90557234	158.9157854	0.454605689	8.623801412	0.568871828	0.888476653	18.15646282	11.11838024	14.75547353	428	0	0	0	0	0	0	0	0.000658	0.0005	0.000159	7.20E-05	0	0.000159	0.000159	-5.00E-06	7.20E-05	0.00034725
420	3037.666924	0.356994612	0.015851594	16.07181721	54.34885742	8.132803095	39.41050031	59.02263277	0.116608578	31.73308954	0.151543069	1.618365882	82.44821048	16.42958978	7.88976418	429	0	0	0	0	0	0	0	0.000722	0.00071	1.80E-05	2.00E-05	1.70E-05	2.80E-05	-2.20E-05	1.60E-05	2.00E-05	0.0003675
421	8604.248847	1.050184216	0.029679121	10.55280463	58.03096273	18.63769186	36.64638272	102.7268862	0.462128969	32.09831337	0.257144751	2.754643855	57.09970463	12.75102414	20.68337748	430	0	0	0	0	0	0	0	0.00075	0.00073	3.10E-05	3.20E-05	1.00E-05	3.20E-05	-3.00E-06	3.20E-05	3.20E-05	0.00038575
422	3493.377686	0.49908979	0.019114404	12.29645175	49.02442654	13.85142536	0.567035248	181.5334896	0.276941445	31.48120537	0.560977846	2.935625876	55.27225644	11.84444129	10.89764457	431	1	3.2655	-4242.8642	1	0	41.34220504	2.13275	0.000347	0.00029	0.000128	-4.00E-06	0.000575	0.000575	-1.10E-05	0.000575	0.000575	0.000335
423	2977.745238	0.482762747	0.020064206	18.80825436	31.54491615	27.94001624	12.7640313	149.6890667	0.477693828	10.66371373	0.454356749	4.449724935	21.09350906	6.271644342	4.633987913	432	0	0	0	0	0	0	0	0.002023	0.001965	5.80E-05	1.50E-05	2.30E-05	0.000106	-0.000106	1.00E-05	2.30E-05	0.00101725
424	3454.72852	0.387438668	0.013718521	5.202491997	59.33971796	21.90784114	16.01070715	95.31090358	0.10408188	15.47359869	0.165152536	1.763948939	27.82644887	12.98889028	5.491334923	433	3	4.6258	-13957.4907	5	0	26.47917479	4.8129	0.001989	0.001828	0.000889	0.000528	0.001208	0.001209	6.10E-05	0.001208	0.001208	0.0014785
425	7025.902955	0.850063247	0.029956148	19.4614763	28.74373409	2.051032761	1.672213375	157.1006751	0.279340571	23.1631545	0.024007607	3.153633683	73.20681235	11.74197513	16.50245029	434	0	0	0	0	0	0	0	0.000159	0.000155	6.00E-06	0	1.40E-05	1.40E-05	-6.00E-06	1.30E-05	1.40E-05	8.35E-05
426	5287.268952	0.756852938	0.029765651	13.33361446	48.00971053	4.682312234	2.905416213	195.535043	0.215675544	16.02046256	0.580471565	3.299253492	40.83063946	6.006508345	10.80328166	435	2	2.1487	-10719.261	2	0	27.64587754	2.07435	0.000433	0.000418	6.70E-05	-1.00E-06	0.000405	0.000407	-3.60E-05	0.000405	0.000405	0.00033075
427	4345.260799	0.663959375	0.024934283	17.70776533	23.20475268	2.011720409	0.661784355	37.79459216	0.29386314	9.771798336	0.234201961	0.82808079	28.31932661	13.2377702	6.574673421	436	0	0	0	0	0	0	0	0.000171	0.000171	2.00E-06	0	1.70E-05	1.70E-05	-2.00E-06	1.70E-05	1.70E-05	9.03E-05
