Number	E	Ft	Gft	Height	Length	Opening Rate	Distance	E_Soil	Soil_Piossons	Trough Width	Friction 	VL	Depth	Diameter	Fc	Identifier		C. Width		Tot. Cracks 			L. Average	Slope	Tilt	Ang. Dist.						Max Strain	G. Average
453	1552.744287	0.165334047	0.00647876	17.0034185	39.9217565	2.149899559	4.097746112	194.4239948	0.279442907	29.86688018	0.550669661	2.031279538	76.91672271	11.66630623	4.408672241	462	0	0	0	0	0	0	0	0.000227	0.000201	3.60E-05	-1.00E-06	7.80E-05	7.90E-05	-1.10E-05	7.80E-05	7.80E-05	0.0001355
454	4609.519319	0.744488886	0.021726861	7.637698678	19.98614645	3.170094217	5.371356999	54.61691668	0.274959288	21.97793599	0.368354927	3.902731889	78.35972095	5.427466656	11.64396418	463	0	0	0	0	0	0	0	0.000163	0.000163	6.00E-06	1.00E-06	9.00E-06	1.00E-05	4.00E-06	9.00E-06	9.00E-06	8.52E-05
455	1856.811677	0.44389339	0.020509396	6.402708552	21.26861231	20.9392667	29.92711328	46.63032889	0.226763972	33.90310503	0.136336207	0.675119903	54.26895417	17.34394203	4.027201478	464	0	0	0	0	0	0	0	0.00033	0.000333	1.90E-05	3.00E-06	1.00E-05	2.10E-05	1.90E-05	9.00E-06	1.00E-05	0.000173
456	2211.320102	0.373074874	0.015050863	16.77970119	39.72602061	11.8044893	3.402242113	64.46152167	0.2163099	23.14972991	0.169980481	4.252685907	41.0224693	8.580528369	3.293989267	465	0	0	0	0	0	0	0	0.000262	0.000249	2.60E-05	-2.00E-06	5.50E-05	5.60E-05	-8.00E-06	5.50E-05	5.50E-05	0.000148
457	1940.058656	0.292342658	0.012414691	6.390351241	44.8043875	2.030968778	14.25323876	78.82212056	0.466926177	29.80476696	0.156444517	3.006371136	49.91898299	5.229252446	3.041522423	466	0	0	0	0	0	0	0	0.000177	0.000181	2.20E-05	1.00E-06	3.00E-05	3.00E-05	-2.00E-06	3.00E-05	3.00E-05	0.0001025
458	3634.095705	0.497794651	0.021930382	18.17790856	25.68436944	7.047732246	22.87499327	47.51002466	0.402153101	10.57280889	0.11855498	0.2210548	41.18132532	12.75368571	7.874317804	467	0	0	0	0	0	0	0	0.000262	0.000255	1.90E-05	1.00E-06	2.00E-05	2.60E-05	1.90E-05	1.80E-05	2.00E-05	0.000139
459	7703.817632	0.807367936	0.018633115	9.881596792	41.99113992	27.23504198	35.1550241	167.9636721	0.428257286	12.71056894	0.512865265	1.383437941	44.99261605	14.03625687	11.78645199	468	0	0	0	0	0	0	0	0.001373	0.000793	0.000581	7.90E-05	-4.00E-06	0.000582	0.000581	2.30E-05	7.90E-05	0.0007065
460	4453.19733	0.732451922	0.027444088	19.261047	42.93012893	4.464540019	21.16297129	247.271802	0.43374521	23.14380424	0.388666761	0.483854046	76.70785107	8.215328363	11.38249972	469	0	0	0	0	0	0	0	0.000101	0.000108	8.00E-06	3.00E-06	1.80E-05	2.10E-05	-1.00E-05	1.80E-05	1.80E-05	5.88E-05
461	2933.748284	0.39322471	0.011398756	14.99764032	55.49767095	7.915318104	8.16222161	22.03364059	0.202196145	13.46892537	0.536033133	0.849592651	44.52087912	5.721879515	7.573173399	470	0	0	0	0	0	0	0	0.000107	0.000114	1.10E-05	2.00E-06	2.30E-05	2.30E-05	-1.00E-06	2.30E-05	2.30E-05	6.38E-05
462	7915.086188	0.811946508	0.019689447	9.341219289	17.2545051	4.404690268	37.71489864	202.3463738	0.125796985	31.58189027	0.474205921	0.655111994	53.19008933	16.75093502	24.4315864	471	0	0	0	0	0	0	0	0.00034	0.000338	5.00E-06	1.00E-06	5.00E-06	8.00E-06	-7.00E-06	4.00E-06	5.00E-06	0.000172
463	8365.998631	0.990421121	0.026787517	18.65016558	49.28202297	27.91817386	21.30163792	212.0948134	0.328690446	30.27473862	0.566235622	4.375273524	88.81057077	9.603360131	12.25085283	472	0	0	0	0	0	0	0	0.000677	0.000655	2.60E-05	0	2.00E-05	3.40E-05	-3.10E-05	1.30E-05	2.00E-05	0.0003445
464	8776.476912	1.067896297	0.022943626	15.77533641	44.82540922	14.59837084	25.46289999	39.58119534	0.284897763	20.48871105	0.496095439	1.416174626	72.11729236	9.09505463	19.16707613	473	0	0	0	0	0	0	0	0.000425	0.000425	7.00E-06	3.00E-06	6.00E-06	9.00E-06	7.00E-06	5.00E-06	6.00E-06	0.00021575
465	6156.92365	0.670812863	0.013428559	13.9600557	14.68026578	14.63790685	23.22674499	141.6043962	0.291743361	39.44204057	0.424114562	0.923981748	76.86571925	14.73126157	9.000463282	474	0	0	0	0	0	0	0	0.000202	0.000197	1.20E-05	0	8.00E-06	1.30E-05	1.20E-05	6.00E-06	8.00E-06	0.00010475
466	5065.937723	0.580229382	0.023330534	9.050717185	29.23569261	4.167527615	16.07211154	42.75056196	0.333632901	25.17538659	0.539492846	3.034288076	72.87828562	6.087382175	7.354192749	475	0	0	0	0	0	0	0	0.000267	0.000268	5.00E-06	2.00E-06	9.00E-06	1.00E-05	5.00E-06	9.00E-06	9.00E-06	0.00013725
467	6769.913198	0.759765765	0.023836465	18.7180042	39.71863703	14.31448674	32.75458368	69.43433821	0.231495398	15.25010886	0.176545312	2.528215641	31.05154416	11.4515162	20.14773861	476	0	0	0	0	0	0	0	0.001146	0.001119	2.80E-05	1.30E-05	6.00E-06	2.90E-05	2.80E-05	6.00E-06	1.30E-05	0.0005765
468	7093.075123	0.964779216	0.027692518	11.57513243	24.33160946	17.16492188	16.5340606	37.23802237	0.172447806	24.11192718	0.438038211	2.085230947	66.22232382	7.327442453	11.35260557	477	0	0	0	0	0	0	0	0.000315	0.000315	8.00E-06	1.00E-06	6.00E-06	9.00E-06	8.00E-06	4.00E-06	6.00E-06	0.000161
469	6674.873973	0.78435676	0.018380083	3.574973593	24.37826693	3.095839374	7.367818928	246.6320879	0.335420399	25.10419894	0.17189938	1.694978133	45.04990807	8.460528009	14.22541719	478	0	0	0	0	0	0	0	0.000266	0.000259	2.90E-05	-2.00E-06	2.60E-05	3.40E-05	2.90E-05	1.80E-05	2.60E-05	0.000145
470	3678.489903	0.539776281	0.014524486	4.08376787	19.97846875	22.24914762	20.59453729	158.6842437	0.319641856	35.56616329	0.342037852	3.036371135	82.0720697	12.05453955	10.98802256	479	0	0	0	0	0	0	0	0.000585	0.000573	1.80E-05	-1.00E-06	1.50E-05	2.20E-05	-2.00E-05	9.00E-06	1.50E-05	0.00029775
471	4275.706922	0.775443122	0.028197568	6.95096232	41.51212412	1.768737726	20.75206297	244.9562698	0.156594737	16.21896699	0.322004988	3.880324915	52.91082929	13.22653744	11.62786655	480	2	13.2066	6690.0683	4	0	66.14919306	8.6033	0.004053	0.003974	0.000644	0.002894	0.001253	0.002906	-0.000259	0.002894	0.002894	0.00289125
472	2759.747036	0.451054034	0.015222847	13.01837336	45.64326484	9.667050186	9.501944999	88.26733705	0.290520765	43.45242331	0.190184546	1.187777953	86.35931914	8.665905857	6.825889308	481	0	0	0	0	0	0	0	4.40E-05	5.30E-05	1.20E-05	3.00E-06	1.80E-05	2.00E-05	-1.00E-05	1.70E-05	1.80E-05	3.18E-05
473	3340.60084	0.382379988	0.007927109	10.86053303	55.28721461	19.42145966	11.96244104	53.84727093	0.310572603	17.6976566	0.080851057	2.066660273	51.42971981	8.361661131	6.766374646	482	1	3.1924	-390.2917	1	0	49.29083399	2.0962	0.000642	0.000634	0.000115	-2.00E-06	0.000479	0.00048	-2.60E-05	0.000479	0.000479	0.0004675
474	2605.119436	0.453840914	0.017033379	18.72843438	36.96397119	18.22282799	7.682410724	205.5977775	0.250387398	5.791626775	0.439602356	1.890296014	13.33131027	5.919091662	7.912074479	483	0	0	0	0	0	0	0	0.000939	0.000895	6.80E-05	-1.00E-06	8.20E-05	0.00014	-0.000125	6.40E-05	8.20E-05	0.000496
475	5504.195843	0.624934301	0.01805913	4.881375623	15.71642979	15.31835125	15.04004943	38.70735187	0.377437256	25.55640702	0.29430754	2.628673796	42.92522914	13.73263041	11.14750264	484	0	0	0	0	0	0	0	0.001153	0.001152	5.00E-06	0	5.00E-06	7.00E-06	-5.00E-06	5.00E-06	5.00E-06	0.00057875
476	1561.052553	0.254370002	0.010848912	15.91283451	59.16205305	6.147931611	17.41527153	26.21321412	0.154101399	34.33770738	0.5264835	3.418835768	75.65359964	16.56710141	3.810069504	485	1	0.5353	7663.9945	1	0	62.94460038	0.76765	0.001055	0.001051	3.90E-05	-2.00E-06	0.000137	0.00014	3.20E-05	0.000137	0.000137	0.0005705
477	3163.54847	0.406072683	0.013476715	4.441954775	12.29163488	23.99076319	28.46920196	115.5368467	0.265406861	31.54903153	0.103517528	4.7472097	71.9395041	9.55361244	5.126439155	486	0	0	0	0	0	0	0	0.000814	0.000814	5.00E-06	1.00E-06	5.00E-06	7.00E-06	5.00E-06	4.00E-06	5.00E-06	0.0004095
478	4851.626545	0.705550152	0.02191537	16.7246645	55.39107252	27.42891944	16.77841802	71.1075317	0.453309817	6.915800989	0.553905503	3.215080737	25.76292322	6.817295525	13.33165733	487	0	0	0	0	0	0	0	0.001479	0.00129	0.000206	8.60E-05	3.30E-05	0.000226	-0.000226	-9.00E-06	8.60E-05	0.00076525
479	4471.533989	0.662081027	0.020162965	15.72289343	32.99470608	1.34958301	5.880476577	242.2819671	0.229379098	15.39319	0.456580268	3.610009764	27.45152021	13.02019608	9.019483286	488	3	15.1402	-990.8906	4	0	46.96214021	9.5701	0.002298	0.002222	0.000162	0.002023	0.003761	0.003762	-6.70E-05	0.003761	0.003761	0.00211075
480	4841.959247	0.587988206	0.02058822	15.50530972	11.71358416	19.69510666	44.93266921	204.8769017	0.369787531	24.0807366	0.428330137	3.491868379	56.64185209	17.55489577	7.949331435	489	0	0	0	0	0	0	0	0.001912	0.001905	1.30E-05	-1.00E-06	1.10E-05	1.60E-05	1.30E-05	9.00E-06	1.10E-05	0.00096025
481	2306.554244	0.271686203	0.005826349	10.22676257	53.68880085	25.49053675	6.514275374	188.9026732	0.390392039	19.97847106	0.348173728	4.791582359	53.22841732	6.519488924	6.47272669	490	2	6.6781	-5553.2713	2	0	39.6641868	4.33905	0.000921	0.000834	0.000361	-2.00E-06	0.001028	0.00103	6.50E-05	0.001028	0.001028	0.000786
482	7346.587522	0.790287329	0.025200958	5.066284164	59.30398354	13.42270644	19.55578204	35.53416425	0.405867563	28.36417986	0.139403309	3.180400403	56.19613262	17.10305689	17.74075146	491	4	2.3344	-10805.383	5	0	31.78442369	3.6672	0.002063	0.002048	0.000316	6.00E-06	0.000512	0.000513	-1.70E-05	0.000512	0.000512	0.00123475
483	7979.064121	0.843491165	0.025796942	16.27737977	24.00137119	22.36196974	14.69230394	86.47586103	0.236595287	26.69029224	0.518399621	4.067614827	60.13638983	7.479828729	16.34655879	492	0	0	0	0	0	0	0	0.000459	0.000458	9.00E-06	0	7.00E-06	1.10E-05	9.00E-06	5.00E-06	7.00E-06	0.00023325
484	7770.295762	0.863038701	0.026760211	6.352259361	52.81173748	28.52755594	11.14624717	96.03526359	0.354480333	18.15472748	0.214568516	2.345559189	47.25438582	6.056394192	19.20594442	493	0	0	0	0	0	0	0	0.000433	0.000411	9.80E-05	0	5.20E-05	0.000101	9.80E-05	2.70E-05	5.20E-05	0.0002485
485	6407.826693	0.714060613	0.020166109	7.857115281	50.33690374	23.83244623	32.58715197	218.0681921	0.357909146	22.27232011	0.469065325	1.500335572	49.88158285	17.34367563	15.77253533	494	1	4.7663	5028.8614	1	0	59.98611411	2.88315	0.001604	0.001576	0.000244	0.000724	2.00E-06	0.000727	7.30E-05	0.000724	0.000724	0.001037
486	5954.10236	0.829052171	0.022236754	14.62741036	37.72269725	2.104726152	6.34194595	116.6393089	0.121515634	8.306874385	0.052720918	0.708469161	14.457996	7.707123262	8.786764028	495	0	0	0	0	0	0	0	0.000374	0.000366	1.40E-05	0	2.70E-05	2.70E-05	-1.10E-05	2.50E-05	2.70E-05	0.00019525
487	4818.46139	0.490883185	0.024405272	14.73333699	8.589864265	16.81474702	4.733541506	88.53906884	0.29275984	15.64539982	0.103004639	4.6883152	27.7011955	9.618098253	13.13502894	496	0	0	0	0	0	0	0	0.001502	0.001492	1.50E-05	0	1.00E-05	1.80E-05	1.50E-05	1.00E-05	1.00E-05	0.00075475
488	4109.212287	0.481435455	0.014867949	4.415097068	12.30849291	20.6498805	12.31807768	222.0615855	0.347269323	42.95688895	0.114260274	1.240805959	85.19825564	12.52423421	12.79862547	497	0	0	0	0	0	0	0	9.30E-05	9.30E-05	3.00E-06	0	4.00E-06	5.00E-06	-3.00E-06	4.00E-06	4.00E-06	4.82E-05
489	3833.323955	0.561847458	0.017883463	11.82568234	39.72881933	25.26042693	1.77702924	119.912274	0.418615439	33.49382151	0.35052332	0.334456764	69.44621067	13.47334981	10.01426702	498	0	0	0	0	0	0	0	3.50E-05	3.10E-05	9.00E-06	-1.00E-06	1.40E-05	1.50E-05	-7.00E-06	1.30E-05	1.40E-05	2.23E-05
490	5176.129208	0.569268278	0.020088556	19.8513167	24.69157351	23.64172996	10.32780867	23.03865535	0.188090454	3.934760977	0.345372947	4.61416328	9.840266384	5.589368209	10.92973311	499	0	0	0	0	0	0	0	0.005308	0.005294	2.50E-05	1.00E-06	1.20E-05	2.80E-05	-2.70E-05	9.00E-06	1.20E-05	0.00265975
491	2067.287657	0.424239548	0.017978794	5.729298829	58.97556487	14.12280689	25.27131368	197.5576142	0.389031786	14.50806214	0.047220579	2.79596361	45.22421742	12.14137724	3.5578639	1	4	7.328	-16490.7089	11	0	22.04462126	9.164	0.003335	0.003118	0.001525	0.001373	0.001123	0.001557	0.001525	0.000314	0.001373	0.00233775
492	7164.550861	0.773353335	0.016426958	7.836228867	46.43144668	0.800788142	16.13814383	224.1951733	0.3262152	20.14725224	0.442815861	2.369222006	63.11322559	13.25368513	22.86126921	2	1	7.0458	-6074.5846	3	0	36.89541126	5.0229	0.001691	0.001681	0.000283	0.000432	0.001238	0.001249	-0.000162	0.001238	0.001238	0.00122325
493	6022.639784	0.84987245	0.023993038	12.63094889	50.95129922	24.60978707	19.66699134	124.663588	0.471793138	15.42490208	0.068940169	3.644863598	32.6094397	9.651442234	18.94424402	3	0	0	0	0	0	0	0	0.001971	0.001728	0.000242	9.80E-05	7.00E-05	0.000244	0.000242	2.60E-05	9.80E-05	0.00100975
494	3704.301805	0.383263656	0.008536926	4.276643801	32.94516832	2.61306328	14.67307182	149.4510354	0.39537225	15.27075338	0.137676907	2.326680707	50.79936536	9.770669623	6.064443552	4	2	2.2945	-6165.3862	3	0	31.25743628	2.64725	0.001643	0.001593	0.000215	0.000287	0.00087	0.000874	8.40E-05	0.00087	0.00087	0.00108025
495	2019.618792	0.21490619	0.009995921	6.107492293	52.07258537	4.176100516	18.93846448	247.2370412	0.133888847	20.26207233	0.088570102	3.70932354	57.85122972	9.311150751	4.221949879	5	2	3.2382	-13430.5062	3	0	24.24723527	3.1191	0.001413	0.001352	0.000409	0.000294	0.000556	0.000577	-0.000155	0.000556	0.000556	0.0009325
496	5446.787958	0.888600987	0.028196735	5.187280359	28.29055023	14.45939728	33.84221677	68.09535004	0.16504111	18.6124587	0.016037213	1.643394842	38.44246597	13.14688792	13.77581118	6	0	0	0	0	0	0	0	0.00104	0.001013	4.40E-05	4.70E-05	-1.00E-06	5.20E-05	4.20E-05	3.10E-05	4.70E-05	0.000536
497	1567.979656	0.244561718	0.00821758	10.48957025	34.96153324	18.44683597	20.45695379	106.8557556	0.323193699	9.515127795	0.385080363	2.9572011	27.42492713	8.652220323	2.380579953	7	3	9.362	-3204.2886	3	0	40.88360216	6.181	0.003138	0.002996	0.000409	0.002113	3.00E-06	0.002114	-5.90E-05	0.002113	0.002113	0.002164
498	2163.461313	0.315085215	0.011663323	16.66447211	26.77401092	9.13945187	29.18592319	109.8049225	0.322107167	31.46928777	0.107688846	4.775773992	75.91807468	11.22036805	3.377234609	8	0	0	0	0	0	0	0	0.001102	0.001116	2.20E-05	2.00E-06	2.90E-05	3.40E-05	-2.40E-05	2.40E-05	2.90E-05	0.00056725
499	4810.681568	0.630632921	0.016912216	4.897768763	50.79857248	18.88099579	15.22715467	57.32467101	0.252707599	28.23213597	0.35664553	4.23072378	48.36922365	12.00001432	15.97937757	9	2	2.2237	-5378.536	3	0	39.40049909	2.61185	0.001429	0.001418	0.000293	0.0001	0.000609	0.000631	0.000165	0.000609	0.000609	0.00093725
500	4841.727484	0.504066326	0.023228817	12.29202824	32.90392835	13.10868196	8.174683704	187.0888471	0.241556397	16.53262458	0.141923271	3.350952007	30.67694935	10.53404878	14.04412728	10	2	2.8478	2240.5112	2	0	56.785363	2.4239	0.001561	0.001527	0.000124	-2.00E-06	0.000705	0.000706	3.90E-05	0.000705	0.000705	0.00097925
501	7985.610715	0.833291572	0.01964839	6.862214555	27.98161934	3.127373779	11.13978645	200.640296	0.410386925	26.64464504	0.062952834	1.290953805	76.88784522	11.77347919	21.41389881	11	0	0	0	0	0	0	0	0.000348	0.000338	2.00E-05	-1.00E-06	2.80E-05	2.80E-05	1.00E-06	2.80E-05	2.80E-05	0.0001835
502	4163.038011	0.481986791	0.01872078	9.616098514	26.16075954	9.876100251	18.50403864	58.0313483	0.117376257	25.69121233	0.034894615	2.976528431	85.60970258	7.186686886	9.445236435	12	0	0	0	0	0	0	0	0.000389	0.000393	1.00E-05	2.00E-06	9.00E-06	1.30E-05	-1.10E-05	7.00E-06	9.00E-06	0.00020025
503	3492.805194	0.372216332	0.016277492	3.962237556	46.4660105	29.3215488	12.81300334	244.2782401	0.37837926	9.925064377	0.297969241	3.942429983	27.19701585	7.723537327	9.744037846	13	4	8.7763	8794.3837	17	0	68.88738	12.88815	0.004063	0.003713	0.002203	0.001471	0.0022	0.002255	0.002203	0.000485	0.0022	0.00304475
504	5310.635245	0.635053349	0.014540972	15.32510226	41.87883244	8.882847597	24.95536619	167.1208762	0.329441907	11.53052709	0.049069962	1.89662938	33.11718826	13.89320608	10.13308156	14	2	4.8718	6766.9497	2	0	66.2161223	3.4359	0.002676	0.00257	0.000231	0.001308	0	0.001311	-9.10E-05	0.001308	0.001308	0.00169625
505	3033.246009	0.362715087	0.009745182	3.725183844	23.43929441	15.4856958	21.07289117	123.5151244	0.263934774	25.67926098	0.13374148	2.584909172	55.67014288	13.42020968	4.772095703	15	0	0	0	0	0	0	0	0.001317	0.00131	3.60E-05	0	2.80E-05	4.00E-05	3.60E-05	1.80E-05	2.80E-05	0.00067275
506	3270.813757	0.624958743	0.02651779	4.60084594	52.17320448	8.669610568	15.79127253	226.1655797	0.453727567	20.26668025	0.138863927	3.080741507	80.60442665	7.833393469	10.45713522	16	0	0	0	0	0	0	0	0.00086	0.000808	0.000322	6.10E-05	0.000119	0.000324	0.000322	3.50E-05	0.000119	0.00052725
507	4045.561659	0.56573128	0.021504962	9.049066516	46.70504603	14.94321143	6.802675873	248.0820814	0.284282317	8.779843458	0.220373712	1.810651155	19.7255478	7.511459683	11.4704795	17	7	7.7874	-2401.7247	7	0	44.86383868	7.3937	0.001347	0.001237	0.000427	2.80E-05	0.001531	0.001531	-8.00E-06	0.001531	0.001531	0.0011355
508	2427.848085	0.466090673	0.016449324	15.48815339	32.14590968	4.976288991	19.39888268	216.1326747	0.394188443	8.140026772	0.10456479	4.311119065	21.62398106	9.480510828	4.189951639	18	2	22.0179	4044.4378	2	0	62.65387677	12.00895	0.005407	0.005207	0.000509	0.005056	3.00E-06	0.005056	-7.00E-05	0.005056	0.005056	0.00404475
509	3945.024951	0.414984325	0.007746799	3.550258417	20.63758338	13.13354412	17.90924533	138.4691627	0.366129581	12.5210253	0.202560634	1.751415898	24.6227018	12.76119848	8.467532784	19	3	1.2391	2226.0613	4	0	60.80458904	2.61955	0.003232	0.003197	0.000286	0.000819	1.10E-05	0.000821	-5.10E-05	0.000819	0.000819	0.0018835
510	3975.66405	0.504932837	0.02471048	14.33037746	56.04614089	0.586723039	38.318573	167.0773774	0.366667314	8.385488837	0.085221367	1.975195685	30.62178776	13.44421225	12.95898405	20	2	23.2591	-5649.8462	3	0	39.92733366	13.12955	0.001425	0.001301	0.000311	0.003345	0.001296	0.003354	-0.000247	0.003345	0.003345	0.0015955
511	3887.916002	0.436071744	0.014619391	6.076638358	59.76940959	15.6068707	14.06437773	88.94544326	0.386202041	12.87462514	0.392658854	2.704311108	33.73254605	7.726261868	10.86552791	21	7	4.8764	-8789.7615	9	0	35.32002976	6.9382	0.001401	0.001305	0.000784	0.000533	0.000781	0.000814	-0.000229	0.000781	0.000781	0.00106775
512	5689.745586	0.761113921	0.023732515	5.215829701	21.22565168	7.261778497	16.16787179	239.1920437	0.125005531	23.19392327	0.399033224	2.290039944	66.70722622	15.23535866	17.15663884	22	0	0	0	0	0	0	0	0.001676	0.001659	3.40E-05	-1.00E-06	4.00E-05	4.40E-05	-3.50E-05	2.60E-05	4.00E-05	0.00085225
513	4521.173092	0.62414172	0.015535882	15.2175148	57.39578643	12.57767112	6.250577809	233.8110629	0.2484946	14.40480572	0.068384707	2.002026153	38.5342555	7.234688414	10.86985103	23	2	3.8132	2410.5213	2	0	54.19708555	2.9066	0.000595	0.000562	0.000154	-3.00E-06	0.000568	0.00057	5.10E-05	0.000568	0.000568	0.00046975
514	5157.378985	0.533585015	0.019541403	16.82371589	42.95557246	19.76916519	35.74522363	239.5019509	0.242168404	25.82645731	0.30983054	4.308565024	75.80341855	16.46552087	8.8835851	24	0	0	0	0	0	0	0	0.002849	0.002765	8.50E-05	5.90E-05	2.00E-06	0.000104	-0.000104	-1.00E-06	5.90E-05	0.0014395
515	2848.344589	0.366649132	0.009932124	13.44507524	33.05859112	1.795272101	29.9326706	148.3699179	0.176998152	24.57250294	0.451283162	2.651883797	64.26479262	14.34383765	8.709912164	25	0	0	0	0	0	0	0	0.001558	0.001543	1.80E-05	1.80E-05	1.50E-05	2.80E-05	-2.40E-05	1.40E-05	1.80E-05	0.00078425
516	8779.148963	0.909459804	0.025114065	3.830210849	46.52006927	22.46453289	30.97502936	239.1719406	0.383056512	15.68084384	0.356065152	4.507625377	44.76280687	10.65472645	13.06366501	26	4	9.8123	-1095.0934	7	0	47.65767445	8.40615	0.003745	0.003709	0.000894	0.001665	0.000204	0.001681	0.000235	0.001665	0.001665	0.00250325
517	5228.913099	0.635924033	0.015149512	4.583016205	20.38299516	18.85851625	17.09789019	94.8711189	0.34341283	23.48827258	0.17277865	1.148332233	67.88002402	10.60499776	11.80270222	27	0	0	0	0	0	0	0	0.000407	0.000405	5.00E-06	-1.00E-06	7.00E-06	7.00E-06	-5.00E-06	4.00E-06	7.00E-06	0.000206
518	3700.341638	0.588626339	0.020144971	5.015296214	42.07664988	27.35741556	38.009211	96.06854162	0.464104399	21.64651859	0.204105819	1.422797064	86.03842979	14.72012565	6.185694282	28	0	0	0	0	0	0	0	0.001225	0.001145	0.000133	9.50E-05	-4.00E-06	0.000146	-0.000134	5.80E-05	9.50E-05	0.0006495
519	3933.647245	0.441652463	0.021006199	9.673585836	48.33091778	27.024138	10.18788483	61.79832784	0.132860539	10.52828186	0.038263317	1.682653629	40.61274777	11.40276006	11.97453576	29	1	6.1822	-1962.6465	1	0	45.92631777	3.5911	0.001791	0.001746	0.000332	4.00E-06	0.001059	0.001065	0.000107	0.001059	0.001059	0.001232
520	8407.265623	0.910067495	0.018237306	4.920684763	38.39898278	5.509579897	19.36539505	81.21821978	0.284522156	13.72898015	0.23222159	4.274453575	41.70391054	12.34362129	21.96428467	30	1	6.4837	5282.869	3	0	63.81115386	4.74185	0.005152	0.005112	0.00061	0.001378	2.40E-05	0.001468	-0.000505	0.001378	0.001378	0.003063
521	8883.635934	1.153982062	0.029118173	4.591810019	54.24309306	21.83507236	15.97495429	233.736789	0.397599967	10.37416332	0.389502544	4.463677068	26.29436666	7.903266259	15.48387998	31	1	12.8168	6342.3152	9	0	61.68885567	10.9084	0.003901	0.00311	0.002082	0.0019	0.002073	0.002238	0.001183	0.0019	0.002073	0.0027915
522	2801.746265	0.399180387	0.013582978	8.171775898	34.17483292	10.94553499	9.51091523	105.3581859	0.332422932	13.91365234	0.295488625	1.950203139	41.40071359	15.53337502	4.453919496	33	6	6.2693	583.8537	6	0	51.68188701	6.13465	0.003699	0.003652	0.000393	-6.00E-06	0.001457	0.001472	0.000208	0.001457	0.001457	0.00230025
523	5128.612306	0.749403923	0.023399195	10.34616328	22.70348407	5.741101914	23.97998024	234.1049243	0.43401767	14.82116043	0.19363345	4.722489533	26.33913504	10.32392097	14.06911745	34	0	0	0	0	0	0	0	0.003302	0.003198	0.000106	6.60E-05	1.00E-06	0.000115	-0.000109	3.80E-05	6.60E-05	0.001668
524	4031.548742	0.463223307	0.010383323	6.32034656	22.46105017	2.339631072	25.56945382	74.81258609	0.145783073	32.13171211	0.160635509	2.178703342	88.97444048	13.16624965	12.06685559	35	0	0	0	0	0	0	0	0.000657	0.000659	1.00E-06	0	6.00E-06	6.00E-06	1.00E-06	6.00E-06	6.00E-06	0.00033075
525	4002.108558	0.417297438	0.009238683	14.87127208	41.55095338	1.045938451	12.45890558	112.3925876	0.262503366	14.43873344	0.179407961	4.259831199	52.69086829	8.420153541	12.8463996	36	0	0	0	0	0	0	0	0.001781	0.001759	4.50E-05	-1.00E-06	7.50E-05	7.90E-05	-6.20E-05	4.80E-05	7.50E-05	0.000915
526	1115.61736	0.132614957	0.00502082	11.03206788	52.16395316	23.20317095	27.16583524	69.81834003	0.452363357	11.77676229	0.345089132	3.291978161	23.92163649	10.85196847	2.636791084	37	8	11.2524	478.8364	8	0	50.94149469	9.6262	0.004398	0.004269	0.000738	0.003108	1.80E-05	0.003112	-0.000157	0.003108	0.003108	0.00312825
527	3674.903892	0.464388832	0.01726651	9.720839762	37.60373709	10.78877501	33.57340052	222.2853936	0.307633933	25.31644927	0.334519181	1.532877551	45.9307222	17.20814076	9.180399796	38	0	0	0	0	0	0	0	0.001257	0.001226	5.00E-05	6.40E-05	3.00E-06	6.50E-05	-5.30E-05	3.80E-05	6.40E-05	0.00064925
528	8162.154017	1.006782718	0.028039951	14.02786105	24.30614583	26.0077668	39.34437632	68.53100357	0.375635405	15.97381479	0.011395273	1.293259139	47.48221498	15.0226432	19.61787613	39	0	0	0	0	0	0	0	0.000526	0.000518	1.30E-05	2.00E-06	5.00E-06	1.40E-05	1.30E-05	3.00E-06	5.00E-06	0.0002655
529	6373.858855	0.94989313	0.025971101	15.07237145	57.54226739	7.72387623	6.429094678	162.2136541	0.274596581	24.09723078	0.161954907	2.592284092	89.06234743	13.50248307	13.82399811	40	4	4.1497	7926.212	4	0	63.75960057	4.07485	0.000893	0.000852	0.000148	-3.00E-06	0.000613	0.000624	0.000113	0.000613	0.000613	0.0006265
530	5575.090563	0.702411985	0.023213465	4.478101966	59.57879294	15.56621687	7.487019595	220.0928607	0.22736949	22.41306114	0.08878202	4.639449007	42.3969255	8.441777111	18.17695581	41	6	1.7635	-8795.3507	7	0	35.22079744	4.38175	0.001204	0.001181	0.000502	4.00E-05	0.0005	0.00053	0.000502	0.00017	0.0005	0.00084675
531	2219.242993	0.242546079	0.009372027	14.73043045	27.31003389	24.85147309	11.43946585	119.6525045	0.414729486	14.08893849	0.137322861	2.572069295	25.89663998	8.372305381	6.272105786	42	0	0	0	0	0	0	0	0.00135	0.001312	4.30E-05	-1.00E-06	3.40E-05	6.00E-05	-5.20E-05	3.00E-05	3.40E-05	0.00068475
532	6462.434381	0.884505456	0.025141733	5.190745349	22.84697959	25.97319623	7.513968697	78.49568684	0.104818633	14.6456649	0.134168619	2.650898985	34.11820564	8.200871394	20.34607545	43	0	0	0	0	0	0	0	0.001109	0.00106	5.40E-05	-1.00E-06	3.00E-05	6.10E-05	-6.00E-05	1.00E-05	3.00E-05	0.00056325
